"id","tid_not_to_be_used","airline","tag","tweet"
30888,529733242547896320,"American","dN$l0c19~Lwl","@AmericanAir flight aa194 from atl to dal is delayed and I will miss connector flight aa1622 to hou.  Will it be possible to make hou?"
30924,529748567637131264,"American","dN$l0c19~Lwl","@AmericanAir on hold for almost 2 hours now- what's going on? Cannot make intl flight change online so I wait..."
30966,529774293228326912,"United","dN$l0c19~Lwl","@jacquinicole332 @aprilmacie @united @GetawayGirlLiza oh please the issue @GetawayGirlLiza and I have with @united is insane . Horrifying"
31040,529820573602312192,"VirginAmerica","dN$l0c19~Lwl","@daveminchala @DeltaAssist Have you heard of @VirginAmerica? They're nice. And cool. And helpful. And haven't screwed me over at all yet."
31086,529860847494242304,"Delta","dN$l0c19~Lwl","@DeltaAssist need to speak with someone about how one of your FAs on DL1837 sexually harassed me and my partner."
31097,529883552133828608,"VirginAmerica","dN$l0c19~Lwl","@VirginAmerica I hate you, VAA, now that you stopped flying to Philly. You were my best way to get home, now I'm screwed. :("
31138,529997258558021632,"American","dN$l0c19~Lwl","@AmericanAir take a cue from @SouthwestAir -- make buying with points a breeze. Canceling  AA card 'cause of this mess. #southwestforthewin"
31194,530042284164005888,"United","dN$l0c19~Lwl","There is no wifi on my 6.5 hour flight to Orange County, CA. I'm having internet withdrawal already! @united #nowifiinthesky"
31286,530097212563664896,"SouthWest","dN$l0c19~Lwl","@modmarket Yes!!!! Can't wait for C as I fly @SouthwestAir a lot."
31342,530132547519250432,"United","dN$l0c19~Lwl","Really @united you delay my damn flight for 2 f***ing hours and I don't even get the courtesy of a damn food voucher?! This is bull!!!"
31364,530147973347307520,"SouthWest","dN$l0c19~Lwl","#falsealarm .@SouthwestAir .@dfwairport  - glad we didn't have to exit after all  - just a delay for #NOLA #narannual #WCRNational"
31420,530179828427673600,"JetBlue","dN$l0c19~Lwl","Hey @JetBlue, any way you can hold 347 for five minutes? Rental shuttle at OAK was a massive time suck."
31440,530199076332003328,"United","dN$l0c19~Lwl","@united - waited 30 min just to hear 1 hr maintenance delay, then calls everyone out/in, waited another 30 min to finally depart - worst!"
31448,530202879798165504,"American","dN$l0c19~Lwl","@AmericanAir please tell me there will be no problems on tomorrow's flight like las six"
31495,530276485706571776,"United","dN$l0c19~Lwl","Ive been a loyal flier @united for nearly 25 yrs &amp; never once got an upgrade. I flew 2x on @British_Airways &amp; they sent me an upgrade card."
31529,530351344222498816,"American","dN$l0c19~Lwl","How can a plane that's been at the gate all night just find out it had a maintenance issue!!!! #fail  @AmericanAir"
31618,530402371654803456,"United","dN$l0c19~Lwl","Can't remember the last @united flight I took that I didn't miss or have to make a dash to my connecting flight. #PoorReliability"
31656,530424028264423424,"American","dN$l0c19~Lwl","@AmericanAir once again a disappointment delay  maintenance waiting boarding de boarding #virginamerica"
31665,530426783451987968,"American","dN$l0c19~Lwl","@AmericanAir @iamryanodonnell @Daniel_Rubino And I will no longer fly with you."
31692,530443020060352512,"SouthWest","dN$l0c19~Lwl","This marks my 25th @SouthwestAir flight of yr.  few delays, 0 cancellations, 0 missed connections.  Give @RyanWittmuss a raise #Alist2015"
31703,530450261924671488,"United","dN$l0c19~Lwl","Looks like it'll be over 12 hours in delays. @united cancelled my first flight and redirected to Chicago where everything else is delayed"
31733,530464533648003072,"United","dN$l0c19~Lwl","@USAirways Called in to upgrade to first class waited 35min on hold before hangin up. Sent email says up to 14 days. Going @united next time"
31763,530476825517252608,"JetBlue","dN$l0c19~Lwl","@JetBlue No, had your chance. $25? And a 3 hour layover tomorrow is the best you can do? Gonna give me a days pay for the vacation I lost?"
31767,530477456827105280,"SouthWest","dN$l0c19~Lwl","Very disappointed in @SouthwestAir"
31780,530481639374483456,"United","dN$l0c19~Lwl","I've checked and every single person on this airplane ride is upset with you @United"
31793,530488330329550848,"SouthWest","dN$l0c19~Lwl","@SouthwestAir I even tried calling and got the run around. No help.  I'm really disappointed."
31800,530490888901115904,"American","dN$l0c19~Lwl","@AmericanAir Why is Flight 1908 from CLT to ORD delayed?"
31824,530498800486727680,"United","dN$l0c19~Lwl","Stuck on the Tarmac waiting for my @united flight to take off. Wonder if I will get out of Denver tonight..."
31827,530500703291461632,"SouthWest","dN$l0c19~Lwl","@SouthwestAir confirm is M74UVH. Cart ran over my foot, Guest Services didn't care. Had 2 make connecting flight and couldn't wait around."
31860,530517921542709248,"JetBlue","dN$l0c19~Lwl","Really @JetBlue canceled flight and three hour delay on the next one. You must do better!! "
31911,530538915254784000,"United","dN$l0c19~Lwl","Plane delay &amp; change 1hr and seat change. Exit row seat for middle;( Premier Gold!! No notification! Really?! Expect a call @united"
31932,530544720179503104,"VirginAmerica","dN$l0c19~Lwl","@RonanFarrow @MiaFarrow @AmericanAir @VirginAmerica @richardbranson would never do/allow that! They need more destinations!!!"
31937,530547816511193088,"American","dN$l0c19~Lwl","Seriously considering starting a GoFundMe to pay to switch my flight home for Thanksgiving. C'mon, @AmericanAir.. http://t.co/mRyBPdQZQv"
31938,530548406549114880,"American","dN$l0c19~Lwl","@AmericanAir WHats going on with the ticket pricing to Central America Lord 1500.00 come on American these prices are ridiculous"
31993,530572862693076992,"United","dN$l0c19~Lwl","Never fly @united . Every time I've flown with them I've had ridiculous delays and the customer service is awful."
31994,530573500898373632,"American","dN$l0c19~Lwl","@AmericanAir My Aunt arrived in Dallas, but her baggage went to Chicago...thanks @AmericanAir....such an inconvenience."
32009,530590298859008000,"United","dN$l0c19~Lwl","@united this has been the worst experience I have ever had with United. Flight 203. Paid for economy plus and got pushed back to row 23."
32046,530703039318228992,"VirginAmerica","dN$l0c19~Lwl","@AmericanAir Currently on my 4th delayed flight in 24 hours. What's up @VirginAmerica?"
32097,530748983732600832,"VirginAmerica","dN$l0c19~Lwl","@verizonwireless why has your signal at the SFO @virginamerica terminal sucked so bad for so long? phone calls, hotspotting just unreliable."
32143,530778829649096704,"Delta","dN$l0c19~Lwl","@DeltaAssist Been waiting nearly two months for a refund.  Do you ever intend paying or are you just thieves?"
32187,530807377927618560,"United","dN$l0c19~Lwl","Oh, and @united you have a lot of work to do on pers ent on flights.  No one got it to work on last flight. \"Beta\" doesn't excuse broken"
32197,530813295780188160,"United","dN$l0c19~Lwl",".@united has had me on hold for 55 min because they cancelled my flight a few hrs before departure and don't have a solution for me."
32269,530848219274936320,"SouthWest","dN$l0c19~Lwl","@ClintFrazierr @SouthwestAir damn that sucks"
32308,530875674144559104,"VirginAmerica","dN$l0c19~Lwl","Great customer service goes a long way... @VirginAmerica and @TMobile you guys kick ass"
32446,531014447620685824,"AlaskaAir","dN$l0c19~Lwl","@TerriClarkMusic @Delta Same prob I had! Worst customer service I ever had last week. Brutal!!! Give me @AlaskaAir anytime. They are great!"
32449,531031596778795008,"American","dN$l0c19~Lwl","@DulceSweet hopefully everything works out and shame on @AmericanAir"
32617,531204443178799104,"AlaskaAir","dN$l0c19~Lwl","@jarpad @JensenAckles @AlaskaAir DISGUSTING DESPICABLE AIRLINE I TELL YA"
32628,531204703166926848,"AlaskaAir","dN$l0c19~Lwl","@JensenAckles @AlaskaAir you've gone to the deep end! Lol Now tweeting air lines?! jared you are a bad influence lol!"
32676,531214295489855488,"AlaskaAir","dN$l0c19~Lwl","@JensenAckles @AlaskaAir @jarpad sassy as all hell. Love it"
32724,531217472423079936,"AlaskaAir","dN$l0c19~Lwl","@jarpad @JensenAckles @AlaskaAir are they a despicable disgusting airline? Are they bullies and liars? Do you hope they go bankrupt?"
32781,531240566995304448,"JetBlue","dN$l0c19~Lwl","@JetBlue great flight attendants on flight 400 msy-Bos! now to fix the always horrible bag situation at logan..."
32819,531262747116597248,"AlaskaAir","dN$l0c19~Lwl","@JensenAckles @jarpad u must aircommute lots to go home &amp; see ur precious family, so I understand ur frustration when @AlaskaAir screws up"
32843,531284626766315520,"American","dN$l0c19~Lwl","Not liking the \"new\" catering on @AmericanAir. Salad today a new low surpasses the mystery beef #avgeek #fail #food http://t.co/ibD3CcniF1"
32876,531346310319050752,"United","dN$l0c19~Lwl","@united i am waiting in SanDiego plane @lax from Houston for many hours, lets do something,"
32956,531483868357210112,"JetBlue","dN$l0c19~Lwl","our #jetblue flight from boston to vegas was by far the worst flight ive ever been on (and thats alot) im dreading the flight home @JetBlue"
32976,531493510881370112,"United","dN$l0c19~Lwl","@jwquick @united just be glad it isn't United + San Fran. Hands down worst ever combination of two things."
32991,531502056172158976,"American","dN$l0c19~Lwl","@AmericanAir no upgrade- now 2nd -4th gets cleared before me on standby?? I get stuck in the back. http://t.co/BlEFKxn3rG"
33071,531555690306076672,"Delta","dN$l0c19~Lwl","@deltaassist I only fly @Delta, I miss one flight and can't get any help on a refund or a rebooking!!"
33149,531607760488894464,"SouthWest","dN$l0c19~Lwl","@SouthwestAir if my flight from ATL is already cancelled tomorrow, how do I know if MKE or STL will still go into MSP? Trying to rebook"
33166,531616298745466880,"American","dN$l0c19~Lwl","@DanWahlin @AmericanAir Which is why you should seriously consider @SouthwestAir  - they NEVER charge for a change to your plans! NEVER!"
33192,531630563346890752,"Delta","dN$l0c19~Lwl","@Delta @DeltaAssist @AeroMexico_com please review your customer service procedures, because they are poor and below industry standard."
33237,531654871423123456,"United","dN$l0c19~Lwl","To the guy next to me on my @united airplane with bad breath: #wtf use some @CrestToothpaste"
33244,531658275121815552,"American","dN$l0c19~Lwl","Seriously @AmericanAir u change our bulkhead seats after we prepaid for them for a 6hr flight! Shame on u! #americanairlines"
33275,531695397031641088,"United","dN$l0c19~Lwl","@united at @flyLAXairport cannot help but waste time on runway. When we left we were on runway for 1.5 hours, now we are back and waiting .5"
33471,531883260335251456,"American","dN$l0c19~Lwl","@AmericanAir wasting hundreds of people's dollars and wasting a whole day of life by canceling flights 10 minutes before departure. #fucku"
33595,531938862650507264,"Delta","dN$l0c19~Lwl","@DeltaAssist can you help me understand what is causing the delay on flight 6237 CVG to JFK"
33625,531955257870671872,"American","dN$l0c19~Lwl","First tweet complaint. Lost a customer. @AmericanAir"
33662,531972928251113472,"Delta","dN$l0c19~Lwl","@deltaassist what does Message#101600 mean? my wife seems to be stuck on plane on runway at JFK which should have left 2 hours ago"
33812,532162789310464000,"American","dN$l0c19~Lwl","It's been over a month since I contacted @USAirways customer relations and I'm getting no response. Why is this taking so long? @AmericanAir"
33822,532172537145597952,"United","dN$l0c19~Lwl","@AndyHemmings66 @lizhem65 @united how come it was so awful?"
33894,532226277206675456,"SouthWest","dN$l0c19~Lwl","New versions of #chrome and #firefox totally incompatible w/ @SouthwestAir paywall. Impossible to connect inflight - seen as #mitm. #fail"
33915,532246821913899008,"United","dN$l0c19~Lwl","I used my poor customer service experience with @United as an in class example today."
34023,532314968691982336,"SouthWest","dN$l0c19~Lwl","@SouthwestAir You board everyone and then say we have a delay once on plane. Evil trick to keep official delay time down???? #cheaters#flyAA"
34031,532323222935461888,"JetBlue","dN$l0c19~Lwl","@JetBlue Please bring back the late flight from HPN to MCO, it pains me to deal with LGA or EWR!! Any other mosaic-ers feel the same?"
34076,532361830719815680,"United","dN$l0c19~Lwl","@shaunmajumder @united That sucks!!  Don't they know who you are!?!"
34131,532434433736183808,"Delta","dN$l0c19~Lwl","@DeltaAssist Looking to reunite a lost lovey with its owner. #Eeyore was placed in our stroller accidentally from MCO-SLC. #Deltaflight1158"
34160,532589772816908288,"SouthWest","dN$l0c19~Lwl","Not only does @SouthwestAir look for stuff you've lost, they return it with a poem. #classy http://t.co/Xp9ipWPd1Q"
34173,532593044445753344,"United","dN$l0c19~Lwl","@united My name is Lucia Miranda, on Monday november 10th I travelled from las Vegas to Mexico and they broke my luggage in the process."
34256,532637479699234816,"United","dN$l0c19~Lwl","This @united flight almost 5 hours delayed because there is no flight crew. Why not have a back-up crew in locations with multiple flights?"
34257,532638136153960448,"JetBlue","dN$l0c19~Lwl","Stuck on @JetBlue plane from st Martin to JFK. Thank GD for comic relief. #makingthemostofit #reallynicecrewmembers http://t.co/Fzls1X4kz9"
34273,532646608685768704,"United","dN$l0c19~Lwl","@united u a 561 delayed 1 hour"
34304,532662922460545024,"United","dN$l0c19~Lwl","@united sorry that my first tweet to United after 30 yrs is a complaint &amp; also my last tweet to United as a customer https://t.co/x0zFV9iYZT"
34309,532665076348882944,"VirginAmerica","dN$l0c19~Lwl","Best flight I ever had. RT @mzwoods: Yay @VirginAmerica I can't wait to fly my #FirstTime w/you next week! #EWR to #LAX here I come #excited"
34311,532665768433827840,"Delta","dN$l0c19~Lwl","@DeltaAssist flight1829 from DTW to Miami..does it ever leave at 8:35am ?"
34330,532671676799266816,"American","dN$l0c19~Lwl","#fail @AmericanAir  Spoke with 'Darlene R' AA customer care supervisor #worstcustomerservice #rude"
34406,532713571097268224,"United","dN$l0c19~Lwl","2days my missing bag in a \"third party vendor\" area at O'Hare Terminal5 and United doesn't have anyone to go get it? @united #800K+ really?"
34437,532725439937413120,"United","dN$l0c19~Lwl","@AaronCarpenter @united awwwww poor thang___"
34525,532868025691938816,"United","dN$l0c19~Lwl",".@saraholbrook @united wait what? Where is your bag mom?"
34546,532893035877892096,"SouthWest","dN$l0c19~Lwl","Paid the extra few dollars to fly @Delta instead of @SouthwestAir &amp;we've been stuck at terminal w/out power for hours.Free wifi?@DeltaAssist"
34641,532961025063387136,"United","dN$l0c19~Lwl","Booked torture chamber session, @United transcon flight with new, thin Recaro sardine seats. Next time will book early on @Virgin"
34654,532972103025180672,"United","dN$l0c19~Lwl","Sad but predictable to see @united once again Xerox a frequent-flyer-unfriendly move by @Delta: http://t.co/sTyAOQvkUz"
34722,533013839689023488,"SouthWest","dN$l0c19~Lwl","Every time I fly @AmericanAir the flight is delayed for \"mechanical\" or \"technical\" issues. Wish I could have flown @SouthwestAir"
34781,533044919552983040,"United","dN$l0c19~Lwl","@united How can I have the best and the worst experience on your airline on the SAME day? It's all about the people. #stuckinChicago"
34794,533053589972086784,"United","dN$l0c19~Lwl","@united Why is Peoria always late? I've flown from here 12 times this year and only on time twice. Now 3 hrs late and I'll miss my connect!!"
34855,533082213882265600,"SouthWest","dN$l0c19~Lwl","What I'm trying to say is do it, @SouthwestAir. Surprise Concorde comeback flights. No one would hate this."
34904,533105359624601600,"SouthWest","dN$l0c19~Lwl","@chFthemango @1175 @SouthwestAir Oh so he was serious about the whole bomb thing...  Hope this doesn't end too bad :/"
34948,533144601771524096,"SouthWest","dN$l0c19~Lwl","@katienelson210 @SouthwestAir @FlySJC @mercnews why do people do this nonsense."
34962,533164521062678528,"AlaskaAir","dN$l0c19~Lwl","Woohoo received an email today.... I'm now @AlaskaAir MVP. Never had any FF status before.  No more bag fees!"
35019,533261518008496128,"JetBlue","dN$l0c19~Lwl","I really fucking hate flying. It's the worst. But hey, @JetBlue I liked the TV and stuff. And the vodka."
35178,533363348075585536,"American","dN$l0c19~Lwl","@AmericanAir I miss the baked on board biscuits and cookies @Running4Status"
35281,533416071681044480,"United","dN$l0c19~Lwl","@united has horrible customer service and if I have it my way, I will NEVER fly with the again."
35305,533441775478648832,"United","dN$l0c19~Lwl","My personal hell again: incompetents @united in newark can't get the fucking bridge to work. Like practically every other time. Useless."
35319,533452884156116992,"American","dN$l0c19~Lwl","@AmericanAir do u see us? We r all waiting for our bags, 30 min after arrival @fly2ohare AA4260 http://t.co/IFLYPMJ1XI"
35393,533588604220874752,"United","dN$l0c19~Lwl","@evelyn_stevens @KPerham @united bc they suck and should never be flown."
35402,533602071090847744,"JetBlue","dN$l0c19~Lwl","So sad my headphone jack isn't working :( @JetBlue"
35404,533605753094152192,"American","dN$l0c19~Lwl","@AmericanAir Got sick of waiting for responses from customer service. At 3-week mark w/no response, e-mailed follow-up. Got canned response"
35464,533678635233058816,"American","dN$l0c19~Lwl","i mean, i've heard @americanair sucked dick but didn't realize this much. six hours in this plane and still in the same spot. #staycation"
35579,533788152159539200,"American","dN$l0c19~Lwl","@americanair please bring back windows phone app ... Yes I know, you monitor usage. You can do it while the is in the market. #Annoying"
35620,533833978969456640,"United","dN$l0c19~Lwl","@united @walleyelost are you kidding me? 5 flights this week, all delayed! #frustrated? I want compensation for #uniteds fail"
35630,533855190479163392,"United","dN$l0c19~Lwl","Bad parking job by @united pilot...too far to the left of yellow line ..no jetway issue.  Push back and then pull back in."
35708,534011181229703168,"JetBlue","dN$l0c19~Lwl","@JetBlue is doing a nice job of cheering me up after that terrible ND game yesterday. #AnimalCrackers http://t.co/BDaH9011ix"
35737,534027814715289600,"JetBlue","dN$l0c19~Lwl","Hey @JetBlue do I get a credit for this flight having no tv or Internet?"
35760,534042508540801024,"United","dN$l0c19~Lwl","@chonnye @united overly upset about a fam w/ an INFANT (hello!), that are allowed to board early."
35846,534085296489775104,"United","dN$l0c19~Lwl","@united http://t.co/vHvwp7rP0A Everyone I know is leaving because the new mileage plus program is scheme is going to be awful"
35854,534089802337886208,"American","dN$l0c19~Lwl","@AmericanAir What will happen if I failed to connect to the next flight on my reservation? Cos there is just ~35mins connection at LAX. M."
35858,534090242525913088,"American","dN$l0c19~Lwl","Never will I ever fly American Airlines again!! @AmericanAir"
35995,534154275589324800,"SouthWest","dN$l0c19~Lwl","@SouthwestAir such a mess. Broken plane after boarded and seated. Now in line and your crew can't control the crowd. Freestyle boarding fail"
36016,534160214874800128,"SouthWest","dN$l0c19~Lwl","My @SouthwestAir flight to San Diego for @RubyConf is now two hours delayed. _"
36019,534160639368130560,"United","dN$l0c19~Lwl","@georgedohrmann @united Don't worry, they'll make up for it by delaying you a few hours somewhere else too."
36038,534169167490850816,"United","dN$l0c19~Lwl","Seriously @united what does it mean when \"customer service\" delays a flight? #angry"
36044,534171109714046976,"United","dN$l0c19~Lwl","Come on, @united!  Our flight has been delayed 5 times now.  We NEED to get to Springfield, MO tonight."
36067,534178181964918784,"American","dN$l0c19~Lwl","@AmericanAir very annoying with they open luggage coming from abroad and then you realize that a shoe is missing now! AA940 this morning"
36092,534187131158024192,"American","dN$l0c19~Lwl","My plane has been delayed an hour and a half now, and it just began to snow here...... I don't like the looks of this @AmericanAir "
36129,534202491697901568,"SouthWest","dN$l0c19~Lwl","Time to get some new luggage tracking technology @SouthwestAir - it's ridiculous and unacceptable that you have NO IDEA where our bag is."
36138,534208042410078208,"United","dN$l0c19~Lwl","@danklynn @united Was wondering how they could be confident next flight would be better. Obviously by making the current as bad as possible."
36229,534328008585121792,"United","dN$l0c19~Lwl","@andthelion @united sad panda. Sorry buddy"
36232,534330215716364288,"United","dN$l0c19~Lwl","@GeorgeSchroeder @georgedohrmann did everyone have the worst day ever w @united? My timeline was filled #OrAreYouAllOnTheSameFlight"
36281,534357096079175680,"American","dN$l0c19~Lwl","@americanair this is even more annoying; from 972-425-2470 to http://t.co/eLUZm8JdTu -&gt; a # in DWF and back to 972-425-2470 to file claim"
36331,534385938483675136,"Delta","dN$l0c19~Lwl","@DeltaAssist, door hasn't closed yet but this will be one miserable @Delta flight w my feet soaked from an earlier fought/lack of prep :-("
36435,534433154472611840,"United","dN$l0c19~Lwl","Listening to gate#4 agent at ATW for @united dealing with delayed inbound flight and crushing it.  #professional #customerservice"
36458,534442206744944640,"United","dN$l0c19~Lwl","@united Trying to get a response about a damaged bag claim - #SAN113361D. No response from myrtle.rankins@united.com. Can u help?"
36559,534477049009012736,"American","dN$l0c19~Lwl","Already missed one full day of classes because of @AmericanAir  They're on track for making it two. Can they do it?"
36691,534530718022782976,"United","dN$l0c19~Lwl","@united had reservation fly out of ACY, u cancelled my Xmas eve flight, offer flight at EWR 3hr ride 4 me AND you offer me no comps SHAMEFUL"
36692,534531730527780864,"JetBlue","dN$l0c19~Lwl","The longer my flight is delayed, the more champagne I drink. Bring it on, @JetBlue. I said I didn't want to leave but these delays are crazy"
36694,534532333513494528,"Delta","dN$l0c19~Lwl","Hey @Delta @DeltaAssist 2 cancelled flights in 3 days!! #mileplease #goldmedallionstatus i_#deltaairlines"
36763,534564676282359808,"United","dN$l0c19~Lwl","What do you get when your flight is 7 hours delayed? A fuck you voucher. Is my time worth $1/hour to you, @united? http://t.co/N2iRbdnU2M"
36793,534591654708015104,"VirginAmerica","dN$l0c19~Lwl","dealing with terrible customer service from @VirginAmerica - so frustrating from an airline priding itself on being different"
36800,534600330907226112,"American","dN$l0c19~Lwl","AA Flagship Check-in problem update. - http://t.co/MpfZebg1W8  via @MilesFmBlighty  @AmericanAir"
36801,534603147231371264,"United","dN$l0c19~Lwl","Booked a flight with @united. Huge mistake. Had no idea they rode a pedantic high horse. Never again. Abysmal communicators on all fronts."
36818,534641500823363584,"AlaskaAir","dN$l0c19~Lwl","@AlaskaAir your phone customer service reps are killing it! I made 3 calls tonight, no wait time, so patient, helpful, kind! Kudos!"
36913,534735886324629504,"United","dN$l0c19~Lwl","Turns out that I'll miss all my connections due to delay. It seems my 31hr trip will be significantly longer... @united @British_Airways"
36915,534737191411666944,"SouthWest","dN$l0c19~Lwl","standing in line for an hour to board. Now we are waiting on a flight attendant @SouthwestAir the pilot just got off and went to Starbucks"
36924,534741877426495488,"United","dN$l0c19~Lwl","@united You need more agents at IAD, I waited 15 minutes just to get my visa checked. C'mon now, get it together. http://t.co/xFZi5csdWM"
36925,534743513854799872,"United","dN$l0c19~Lwl","Ironically @United Airlines loyalty program is pushing us away. 5 calls later &amp; still missing 10,000 rewards points. Should it be this hard?"
36935,534749379564163072,"United","dN$l0c19~Lwl","@united my last flight from ACY :( Service here was a godsend for me....very sad to see it go"
36956,534763915851603968,"JetBlue","dN$l0c19~Lwl","Looks like ill fly @JetBlue this Feb because @AmericanAir highly disappointed me in August and my issue was never resolved."
36963,534766631239827456,"American","dN$l0c19~Lwl","@AmericanAir a few of the flight 55 from Manc to Chicago have been delayed recently - do you know why? Flying route on 11th dec x"
37076,534827156309045248,"American","dN$l0c19~Lwl","@AmericanAir you charged me $100 overweight then failed to get the bag to me until I'm leaving now you want another $100 for next flight?"
37094,534841484181512192,"United","dN$l0c19~Lwl","@united i like the new plane smell #ua5627. The pilot tells me the plane is about a month old."
37125,534851594161242112,"United","dN$l0c19~Lwl","@united currently sitting on the ohare runway waiting for one of your flights to leave so we can get in. You gonna hold 6365 to MSN for me?"
37127,534853365877202944,"JetBlue","dN$l0c19~Lwl","@saltrejo @brentdevey @dznymom1955 @sjackson75 @sphinx68 @jhallsted @JetBlue We'll never give you up, let you down, or dessert you.  *SC"
37176,534883419021647872,"United","dN$l0c19~Lwl","@united my first flight was late, and now sitting on the runway waiting for a gate making us later. Will miss connection as a result."
37242,534949080250593280,"JetBlue","dN$l0c19~Lwl","@JetBlue Your fly fi widget webpage is not working at all! I want to find out if 611 departing 11/19 will have wifi or not?"
37290,535067261321891840,"American","dN$l0c19~Lwl","Justin stuck in Utah and may miss his layover flight and miss seeing Jordan (who he hasn't seen in 3 years). Get it together, @AmericanAir !"
37398,535103456059478016,"Delta","dN$l0c19~Lwl","Ugh...I'm going to miss my connection because of this delay at SFO  @Delta @DeltaAssist"
37402,535104848916537344,"SouthWest","dN$l0c19~Lwl","@SouthwestAir was told I would get a $250 voucher via email for our ridiculous delay from DesMoines to Chicago,week and a half, NOTHING!"
37457,535116142139150336,"JetBlue","dN$l0c19~Lwl","Congrats on jumping the shark @JetBlue. You are getting closer and closer to being exactly like every other airline. And sucking!"
37522,535127340154503168,"JetBlue","dN$l0c19~Lwl","Really disappointed in @JetBlue. Cutting your two signature features (legroom &amp; checked bag) is no way to compete with @VirginAmerica."
37559,535136184499200000,"JetBlue","dN$l0c19~Lwl","No! Disappointed \"@HuffingtonPost: You're not going to be happy w the big change that's coming to @JetBlue next year http://t.co/8BbEA0VDph_"
37630,535147516023820288,"SouthWest","dN$l0c19~Lwl","@Jolene_Emulex YUP! We were all in on Disney trip next yr with kids @JetBlue, but now forget it.  Will have to suck it up on @SouthwestAir"
37634,535147868227895296,"JetBlue","dN$l0c19~Lwl","@bradrtuttle @MONEY Horrible.  Just flew home and was talking about how much I liked @JetBlue ... oh well.  Now on to @VirginAmerica"
37667,535154144584400896,"JetBlue","dN$l0c19~Lwl","@JetBlue Just one of the guys now. But with a smaller fleet and longer delays. #flySouthwest now."
37691,535159823416180736,"JetBlue","dN$l0c19~Lwl","As a once loyal fan of @JetBlue I am now very disappointed in this airline http://t.co/ueuLawXsHO"
37695,535160366809219072,"SouthWest","dN$l0c19~Lwl","@SouthwestAir switching over but, BOS-NYC route anytime soon?"
37745,535169699739631616,"American","dN$l0c19~Lwl","@AmericanAir @matthewfong I know @united has a 24-hour cancel policy. Isn't it a federal law? You should be able to cancel and rebook."
37794,535177998480461824,"SouthWest","dN$l0c19~Lwl","#BagsFlyFree only at @SouthwestAir... They just have might lose them with consistently the worst baggage performance out of the big four"
37991,535220093895323648,"United","dN$l0c19~Lwl","3rd delayed @united flight in a row. Pilots are late. All this and SUCH rude customer service. United : taxis as @VirginAmerica : @Uber."
37999,535221196074516480,"JetBlue","dN$l0c19~Lwl","@JamilahLemieux @iLuvvit @JetBlue ugh ! Major FAIL ! "
38040,535232143098904576,"JetBlue","dN$l0c19~Lwl","@TravlandLeisure @JetBlue  Charging for bags, will deal. reducing pitch? already cramped enough at 5'1 then there's seat recline!"
38080,535241752241008640,"JetBlue","dN$l0c19~Lwl","@JetBlue Are you going to lower fares since you're charging for bags? Not happy. Always flew Jet Blue, looks like Southwest it'll be..."
38134,535258858907000832,"AlaskaAir","dN$l0c19~Lwl",".@BrettHamil How many jobs will you have when @AlaskaAir can no longer compete in the industry? @workingwa"
38245,535293482428940288,"JetBlue","dN$l0c19~Lwl","So sad to see that @jetblue is going to the dark side. I__ve often paid extra to fly them because it was a better experience :("
38281,535318383474925568,"Delta","dN$l0c19~Lwl","This is ridiculous I been waiting for my @delta luggage for 40 min. Sign says est arrival 1056 is now 1026p. Outrageous !!! @DeltaAssist"
38282,535318603789115392,"United","dN$l0c19~Lwl","Already got a metal splinter on this shiny new @united 787 from the tray table hinge ... Guess that's a problem with new planes? (Weird.)"
38290,535341137783840768,"United","dN$l0c19~Lwl","@BoardingArea @MilesFmBlighty I don't think I've ever flown @united If I have, it's been a LONG time. Looks like I'm not missing much!"
38293,535343398933102592,"JetBlue","dN$l0c19~Lwl","Supremely disappointed in @JetBlue today&gt;feeling the sting as a brand loyalist-your edge was customer 1st.  https://t.co/VOc5pRb8d7"
38315,535392217515704320,"American","dN$l0c19~Lwl","Been delayed on the damn runway for 1 and a half hours. Won't get to Chicago for our connecting flight to Vegas. Really, @AmericanAir ?!??"
38353,535421060800188416,"AlaskaAir","dN$l0c19~Lwl","Goodbye @JetBlue. Selling your soul to your shareholders was not a good move. Hello @SouthwestAir and @AlaskaAir - you'll be seeing me."
38354,535421060800188416,"JetBlue","dN$l0c19~Lwl","Goodbye @JetBlue. Selling your soul to your shareholders was not a good move. Hello @SouthwestAir and @AlaskaAir - you'll be seeing me."
38364,535424634737680384,"JetBlue","dN$l0c19~Lwl","@calebbarlow @JetBlue how tall are you? I've never had a problem with their leg room. I'm 6'3+"
38417,535445857903345664,"JetBlue","dN$l0c19~Lwl","@hinckleystorage excuse me.  blow me, @JetBlue"
38441,535452144904962048,"SouthWest","dN$l0c19~Lwl","@JetBlue is both adding baggage fees and reducing legroom over the next year. I guess it's time to switch to @SouthwestAir. #CustomersFirst"
38449,535454271752646656,"SouthWest","dN$l0c19~Lwl","My thoughts 2 RT @Menolly07: Bad choice, @JetBlue. Charging baggage fees? That set you apart. Guess I'm going @SouthwestAir all the time."
38457,535455707307737088,"American","dN$l0c19~Lwl","Just realized I mailed @AmericanAir a letter back in July for the terrible service i experienced for my June  to DFW &amp; still no response"
38497,535469073665392640,"United","dN$l0c19~Lwl","@united No plane, hour and a half delay, wrongly sent  to another gate, no one at B19. IS there a flight to Washington, D.C. From Chicago?"
